,company,edu,experience,gzxz,kind,number,place,pourtime,require,salary,url,zhiwei
39,上海三越软件科技有限公司 ,不限,不限,全职,数据库开发工程师,20人 ,杭州,15天前,"因公司业务扩张，现特需大量以下岗位人才，欢迎您踊跃加入我们公司，一起努力共同成长，无经验亦可！ ? ?工作职责： ? ? 1、 梳理用户服务部数据分析需求，规划报表需求，实现日常数据可视化； ? ? 2、 负责WEB 端以及APP端的产品业务分析、用户行为分析、用户画像分析，通过分析挖掘业务，能够给产品端、业务端提供合理化的建议； ? ? 3、 与多部门（包括业务部门、和大数据研发部等）密切沟通，负责所需数据的提取、查询、处理、分析等工作，以解决用户服务部的数据问题与需求； ? ? 4、 监控用户服务部日常运营及业务指标，及时对异常情况进行预警； ? ? 5、 及时完成领导交办的其他任务。 ? ?  ? ? 任职要求 ? ? 1、本科及以上学历，计算机、经济、统计、软件工程、信息管理等相关专业； ? ? 2、具备优秀的职业素养和职业道德，热爱本行业，工作责任心强，有敬业精神，具备良好的团队合作精神； ? ? 3、较强的学习接收能力，能快速熟练的掌握公司软件产品的各种功能； ? ? 4、具有一定的分析问题和解决问题能力，能结合公司产品特点设计简单高效的解决方案。 ? ?  ? ? 公司福利： ? ?  ? ? 1、五险一金、补充医疗保险 ? ? 2、交通补贴、通讯补贴、餐饮补贴、生日补贴 ? ? 3、年终奖、绩效奖金 ? ? 4、员工聚餐、年度体检、旅游活动等 ? ? 5、完善的假期组合：除了法定带薪年假外，根据工作年限我们还提供额外带薪假期 ? ? 6、公司免费提供员工公寓 ? ?

工作地址：

                            上海市淮海路3201号
                            
                            查看职位地图",6001-8000元/月,http://jobs.zhaopin.com/299659116265310.htm,数据分析师 包食宿170413
40,上海武创信息科技有限公司 ,不限,不限,全职,数据库开发工程师,20人 ,杭州,15天前,"工作职责：1、?梳理用户服务部数据分析需求，规划报表需求，实现日常数据可视化；2、?负责WEB?端以及APP端的产品业务分析、用户行为分析、用户画像分析，通过分析挖掘业务，能够给产品端、业务端提供合理化的建议；3、?与多部门（包括业务部门、和大数据研发部等）密切沟通，负责所需数据的提取、查询、处理、分析等工作，以解决用户服务部的数据问题与需求；4、?监控用户服务部日常运营及业务指标，及时对异常情况进行预警；5、?及时完成领导交办的其他任务。任职要求1、本科及以上学历，计算机、经济、统计、软件工程、信息管理等相关专业；2、具备优秀的职业素养和职业道德，热爱本行业，工作责任心强，有敬业精神，具备良好的团队合作精神；3、较强的学习接收能力，能快速熟练的掌握公司软件产品的各种功能；4、具有一定的分析问题和解决问题能力，能结合公司产品特点设计简单高效的解决方案。公司福利：1、五险一金、补充医疗保险2、交通补贴、通讯补贴、餐饮补贴、生日补贴3、年终奖、绩效奖金4、员工聚餐、年度体检、旅游活动等5、完善的假期组合：除了法定带薪年假外，根据工作年限我们还提供额外带薪假期6、公司免费提供员工公寓 ? ?

工作地址：

                            上海市浦东新区张江
                            
                            查看职位地图",6001-8000元/月,http://jobs.zhaopin.com/465281619263617.htm,数据分析师 做五休二170820
41,杭州迪普科技股份有限公司 ,本科,1-3年,全职,高级软件工程师,1人 ,杭州,15天前,"1. 有大数据分析建模或数据挖掘相关工作经验（或实验室科研经历）优先；?2. 熟练掌握 Java或者Python；3. 了解 数据挖掘、机器学习、统计学等基础知识，能对实际问题进行分析和解决；4. 有Spark做数据处理和分析经验者优先；5. 有Hadoop、Hbase、Hive等使用经验者优先；6. 有了解ElasticSearch（ES）者优先；7. 有tensorflow实际使用经验者优先；8. 良好的英文技术文献阅读和理解能力；?9. 对数据敏感，有优秀的洞察力，善于发现有用的模式。

工作地址：

                            杭州市滨江区通和路68号中财大厦11层
                            
                            查看职位地图",8000-15000元/月,http://jobs.zhaopin.com/237981413251052.htm,大数据分析和建模工程师
42,上海武创信息科技有限公司 ,不限,不限,全职,数据库开发工程师,20人 ,杭州,15天前,"工作职责： ? ? 1、 梳理用户服务部数据分析需求，规划报表需求，实现日常数据可视化； ? ? 2、 负责WEB 端以及APP端的产品业务分析、用户行为分析、用户画像分析，通过分析挖掘业务，能够给产品端、业务端提供合理化的建议； ? ? 3、 与多部门（包括业务部门、和大数据研发部等）密切沟通，负责所需数据的提取、查询、处理、分析等工作，以解决用户服务部的数据问题与需求； ? ? 4、 监控用户服务部日常运营及业务指标，及时对异常情况进行预警； ? ? 5、 及时完成领导交办的其他任务。 ? ?  ? ? 任职要求 ? ? 1、本科及以上学历，计算机、经济、统计、软件工程、信息管理等相关专业； ? ? 2、具备优秀的职业素养和职业道德，热爱本行业，工作责任心强，有敬业精神，具备良好的团队合作精神； ? ? 3、较强的学习接收能力，能快速熟练的掌握公司软件产品的各种功能； ? ? 4、具有一定的分析问题和解决问题能力，能结合公司产品特点设计简单高效的解决方案。 ? ?  ? ? 公司福利： ? ?  ? ? 1、五险一金、补充医疗保险 ? ? 2、交通补贴、通讯补贴、餐饮补贴、生日补贴 ? ? 3、年终奖、绩效奖金 ? ? 4、员工聚餐、年度体检、旅游活动等 ? ? 5、完善的假期组合：除了法定带薪年假外，根据工作年限我们还提供额外带薪假期 ? ? 6、公司免费提供员工公寓 ? ?

工作地址：

                            上海市浦东新区张江
                            
                            查看职位地图",6001-8000元/月,http://jobs.zhaopin.com/465281619263674.htm,数据分析师 做五休二170829w
43,上海武创信息科技有限公司 ,不限,不限,全职,数据库开发工程师,20人 ,杭州,15天前,"因公司业务扩张，现特需大量以下岗位人才，欢迎您踊跃加入我们公司，一起努力共同成长，无经验亦可！ ? ?工作职责：? ? 1、 梳理用户服务部数据分析需求，规划报表需求，实现日常数据可视化； ? ? 2、 负责WEB 端以及APP端的产品业务分析、用户行为分析、用户画像分析，通过分析挖掘业务，能够给产品端、业务端提供合理化的建议； ? ? 3、 与多部门（包括业务部门、和大数据研发部等）密切沟通，负责所需数据的提取、查询、处理、分析等工作，以解决用户服务部的数据问题与需求； ? ? 4、 监控用户服务部日常运营及业务指标，及时对异常情况进行预警； ? ? 5、 及时完成领导交办的其他任务。 ? ?  ? ? 任职要求 ? ? 1、本科及以上学历，计算机、经济、统计、软件工程、信息管理等相关专业； ? ? 2、具备优秀的职业素养和职业道德，热爱本行业，工作责任心强，有敬业精神，具备良好的团队合作精神； ? ? 3、较强的学习接收能力，能快速熟练的掌握公司软件产品的各种功能； ? ? 4、具有一定的分析问题和解决问题能力，能结合公司产品特点设计简单高效的解决方案。 ? ?  ? ? 公司福利： ? ?  ? ? 1、五险一金、补充医疗保险 ? ? 2、交通补贴、通讯补贴、餐饮补贴、生日补贴 ? ? 3、年终奖、绩效奖金 ? ? 4、员工聚餐、年度体检、旅游活动等 ? ? 5、完善的假期组合：除了法定带薪年假外，根据工作年限我们还提供额外带薪假期 ? ? 6、公司免费提供员工公寓 ? ?

工作地址：

                            上海市浦东新区张江
                            
                            查看职位地图",6001-8000元/月,http://jobs.zhaopin.com/465281619262253.htm,数据分析师 包食宿161229
44,沈阳茵特机电设备有限公司 ,大专,不限,全职,数据库开发工程师,10人 ,杭州,15天前,"因公司业务扩张，现特需大量以下岗位人才，欢迎您踊跃加入我们公司，一起努力共同成长，无经验亦可！工作职责：1、 梳理用户服务部数据分析需求，规划报表需求，实现日常数据可视化；2、 负责WEB 端以及APP端的产品业务分析、用户行为分析、用户画像分析，通过分析挖掘业务，能够给产品端、业务端提供合理化的建议；3、 与多部门（包括业务部门、和大数据研发部等）密切沟通，负责所需数据的提取、查询、处理、分析等工作，以解决用户服务部的数据问题与需求；4、 监控用户服务部日常运营及业务指标，及时对异常情况进行预警；5、 及时完成领导交办的其他任务。任职要求1、本科及以上学历，计算机、经济、统计、软件工程、信息管理等相关专业；2、具备优秀的职业素养和职业道德，热爱本行业，工作责任心强，有敬业精神，具备良好的团队合作精神；3、较强的学习接收能力，能快速熟练的掌握公司软件产品的各种功能；4、具有一定的分析问题和解决问题能力，能结合公司产品特点设计简单高效的解决方案。公司福利：1、五险一金、补充医疗保险2、交通补贴、通讯补贴、餐饮补贴、生日补贴3、年终奖、绩效奖金4、员工聚餐、年度体检、旅游活动等5、完善的假期组合：除了法定带薪年假外，根据工作年限我们还提供额外带薪假期6、公司免费提供员工公寓全国性连锁企业，各地分布分支机构，欢迎应聘当地职位！ ? ?

工作地址：

                            沈阳市和平区文萃路4号
                            
                            查看职位地图",6001-8000元/月,http://jobs.zhaopin.com/444637413265864.htm,数据分析师 应届生亦可170329
45,上海如创网络技术有限公司 ,不限,不限,全职,数据库开发工程师,20人 ,杭州,15天前,"因公司业务扩张，现特需大量以下岗位人才，欢迎您踊跃加入我们公司，一起努力共同成长，无经验亦可！工作职责：1、?梳理用户服务部数据分析需求，规划报表需求，实现日常数据可视化；2、?负责WEB?端以及APP端的产品业务分析、用户行为分析、用户画像分析，通过分析挖掘业务，能够给产品端、业务端提供合理化的建议；3、?与多部门（包括业务部门、和大数据研发部等）密切沟通，负责所需数据的提取、查询、处理、分析等工作，以解决用户服务部的数据问题与需求；4、?监控用户服务部日常运营及业务指标，及时对异常情况进行预警；5、?及时完成领导交办的其他任务。任职要求1、本科及以上学历，计算机、经济、统计、软件工程、信息管理等相关专业；2、具备优秀的职业素养和职业道德，热爱本行业，工作责任心强，有敬业精神，具备良好的团队合作精神；3、较强的学习接收能力，能快速熟练的掌握公司软件产品的各种功能；4、具有一定的分析问题和解决问题能力，能结合公司产品特点设计简单高效的解决方案。公司福利：1、五险一金、补充医疗保险2、交通补贴、通讯补贴、餐饮补贴、生日补贴3、年终奖、绩效奖金4、员工聚餐、年度体检、旅游活动等5、完善的假期组合：除了法定带薪年假外，根据工作年限我们还提供额外带薪假期6、公司免费提供员工公寓 ? ?

工作地址：

                            上海市徐汇区漕支东路81号204
                            
                            查看职位地图",6001-8000元/月,http://jobs.zhaopin.com/382551334252061.htm,数据分析师 应届生亦可170702
46,上海如创网络技术有限公司 ,不限,不限,全职,数据库开发工程师,20人 ,杭州,15天前,"因公司业务扩张，现特需大量以下岗位人才，欢迎您踊跃加入我们公司，一起努力共同成长，无经验亦可！ ? ?工作职责： ? ? 1、 梳理用户服务部数据分析需求，规划报表需求，实现日常数据可视化； ? ? 2、 负责WEB 端以及APP端的产品业务分析、用户行为分析、用户画像分析，通过分析挖掘业务，能够给产品端、业务端提供合理化的建议； ? ? 3、 与多部门（包括业务部门、和大数据研发部等）密切沟通，负责所需数据的提取、查询、处理、分析等工作，以解决用户服务部的数据问题与需求； ? ? 4、 监控用户服务部日常运营及业务指标，及时对异常情况进行预警； ? ? 5、 及时完成领导交办的其他任务。 ? ?  ? ? 任职要求 ? ? 1、本科及以上学历，计算机、经济、统计、软件工程、信息管理等相关专业； ? ? 2、具备优秀的职业素养和职业道德，热爱本行业，工作责任心强，有敬业精神，具备良好的团队合作精神； ? ? 3、较强的学习接收能力，能快速熟练的掌握公司软件产品的各种功能； ? ? 4、具有一定的分析问题和解决问题能力，能结合公司产品特点设计简单高效的解决方案。 ? ?  ? ? 公司福利： ? ?  ? ? 1、五险一金、补充医疗保险 ? ? 2、交通补贴、通讯补贴、餐饮补贴、生日补贴 ? ? 3、年终奖、绩效奖金 ? ? 4、员工聚餐、年度体检、旅游活动等 ? ? 5、完善的假期组合：除了法定带薪年假外，根据工作年限我们还提供额外带薪假期 ? ? 6、公司免费提供员工公寓 ? ?

工作地址：

                            上海市徐汇区漕支东路81号204
                            
                            查看职位地图",6001-8000元/月,http://jobs.zhaopin.com/382551334251562.htm,数据分析师 应届生亦可170417
47,上海如创网络技术有限公司 ,不限,不限,全职,数据库开发工程师,20人 ,杭州,前天,"工作职责： ? ? 1、 梳理用户服务部数据分析需求，规划报表需求，实现日常数据可视化； ? ? 2、 负责WEB 端以及APP端的产品业务分析、用户行为分析、用户画像分析，通过分析挖掘业务，能够给产品端、业务端提供合理化的建议； ? ? 3、 与多部门（包括业务部门、和大数据研发部等）密切沟通，负责所需数据的提取、查询、处理、分析等工作，以解决用户服务部的数据问题与需求； ? ? 4、 监控用户服务部日常运营及业务指标，及时对异常情况进行预警； ? ? 5、 及时完成领导交办的其他任务。 ? ?  ? ? 任职要求 ? ? 1、本科及以上学历，计算机、经济、统计、软件工程、信息管理等相关专业； ? ? 2、具备优秀的职业素养和职业道德，热爱本行业，工作责任心强，有敬业精神，具备良好的团队合作精神； ? ? 3、较强的学习接收能力，能快速熟练的掌握公司软件产品的各种功能； ? ? 4、具有一定的分析问题和解决问题能力，能结合公司产品特点设计简单高效的解决方案。 ? ?  ? ? 公司福利： ? ?  ? ? 1、五险一金、补充医疗保险 ? ? 2、交通补贴、通讯补贴、餐饮补贴、生日补贴 ? ? 3、年终奖、绩效奖金 ? ? 4、员工聚餐、年度体检、旅游活动等 ? ? 5、完善的假期组合：除了法定带薪年假外，根据工作年限我们还提供额外带薪假期 ? ? 6、公司免费提供员工公寓 ? ?

工作地址：

                            上海市徐汇区漕支东路81号204
                            
                            查看职位地图",6001-8000元/月,http://jobs.zhaopin.com/382551334252816.htm,数据分析师 做五休二170907w
48,沈阳茵特机电设备有限公司 ,不限,不限,全职,数据库开发工程师,20人 ,杭州,15天前,"因公司业务扩张，现特需大量以下岗位人才，欢迎您踊跃加入我们公司，一起努力共同成长，无经验亦可！ ? ?工作职责：1、?梳理用户服务部数据分析需求，规划报表需求，实现日常数据可视化；2、?负责WEB?端以及APP端的产品业务分析、用户行为分析、用户画像分析，通过分析挖掘业务，能够给产品端、业务端提供合理化的建议；3、?与多部门（包括业务部门、和大数据研发部等）密切沟通，负责所需数据的提取、查询、处理、分析等工作，以解决用户服务部的数据问题与需求；4、?监控用户服务部日常运营及业务指标，及时对异常情况进行预警；5、?及时完成领导交办的其他任务。任职要求1、本科及以上学历，计算机、经济、统计、软件工程、信息管理等相关专业；2、具备优秀的职业素养和职业道德，热爱本行业，工作责任心强，有敬业精神，具备良好的团队合作精神；3、较强的学习接收能力，能快速熟练的掌握公司软件产品的各种功能；4、具有一定的分析问题和解决问题能力，能结合公司产品特点设计简单高效的解决方案。公司福利：1、五险一金、补充医疗保险2、交通补贴、通讯补贴、餐饮补贴、生日补贴3、年终奖、绩效奖金4、员工聚餐、年度体检、旅游活动等5、完善的假期组合：除了法定带薪年假外，根据工作年限我们还提供额外带薪假期6、公司免费提供员工公寓 ? ?

工作地址：

                            沈阳市和平区文萃路4号
                            
                            查看职位地图",6001-8000元/月,http://jobs.zhaopin.com/444637413266205.htm,数据分析师  应届生亦可170716
49,上海海同优才教育培训有限责任公司 ,不限,不限,全职,数据库开发工程师,20人 ,杭州,15天前,"因公司业务扩张，现特需大量以下岗位人才，欢迎您踊跃加入我们公司，一起努力共同成长，无经验亦可！ ? ?工作职责：1、?梳理用户服务部数据分析需求，规划报表需求，实现日常数据可视化；2、?负责WEB?端以及APP端的产品业务分析、用户行为分析、用户画像分析，通过分析挖掘业务，能够给产品端、业务端提供合理化的建议；3、?与多部门（包括业务部门、和大数据研发部等）密切沟通，负责所需数据的提取、查询、处理、分析等工作，以解决用户服务部的数据问题与需求；4、?监控用户服务部日常运营及业务指标，及时对异常情况进行预警；5、?及时完成领导交办的其他任务。任职要求1、本科及以上学历，计算机、经济、统计、软件工程、信息管理等相关专业；2、具备优秀的职业素养和职业道德，热爱本行业，工作责任心强，有敬业精神，具备良好的团队合作精神；3、较强的学习接收能力，能快速熟练的掌握公司软件产品的各种功能；4、具有一定的分析问题和解决问题能力，能结合公司产品特点设计简单高效的解决方案。公司福利：1、五险一金、补充医疗保险2、交通补贴、通讯补贴、餐饮补贴、生日补贴3、年终奖、绩效奖金4、员工聚餐、年度体检、旅游活动等5、完善的假期组合：除了法定带薪年假外，根据工作年限我们还提供额外带薪假期6、公司免费提供员工公寓 ? ?

工作地址：

                            中国（上海）自由贸易试验区张衡路180弄2号204、205、206、207、208、209室",6001-8000元/月,http://jobs.zhaopin.com/492790180250049.htm,数据分析师 应届生亦可170415
50,上海武创信息科技有限公司 ,不限,不限,全职,数据库开发工程师,20人 ,杭州,15天前,"因公司业务扩张，现特需大量以下岗位人才，欢迎您踊跃加入我们公司，一起努力共同成长，无经验亦可！ ? ?工作职责： ? ? 1、 梳理用户服务部数据分析需求，规划报表需求，实现日常数据可视化； ? ? 2、 负责WEB 端以及APP端的产品业务分析、用户行为分析、用户画像分析，通过分析挖掘业务，能够给产品端、业务端提供合理化的建议； ? ? 3、 与多部门（包括业务部门、和大数据研发部等）密切沟通，负责所需数据的提取、查询、处理、分析等工作，以解决用户服务部的数据问题与需求； ? ? 4、 监控用户服务部日常运营及业务指标，及时对异常情况进行预警； ? ? 5、 及时完成领导交办的其他任务。 ? ?  ? ? 任职要求 ? ? 1、本科及以上学历，计算机、经济、统计、软件工程、信息管理等相关专业； ? ? 2、具备优秀的职业素养和职业道德，热爱本行业，工作责任心强，有敬业精神，具备良好的团队合作精神； ? ? 3、较强的学习接收能力，能快速熟练的掌握公司软件产品的各种功能； ? ? 4、具有一定的分析问题和解决问题能力，能结合公司产品特点设计简单高效的解决方案。 ? ?  ? ? 公司福利： ? ?  ? ? 1、五险一金、补充医疗保险 ? ? 2、交通补贴、通讯补贴、餐饮补贴、生日补贴 ? ? 3、年终奖、绩效奖金 ? ? 4、员工聚餐、年度体检、旅游活动等 ? ? 5、完善的假期组合：除了法定带薪年假外，根据工作年限我们还提供额外带薪假期 ? ? 6、公司免费提供员工公寓 ? ?

工作地址：

                            上海市浦东新区张江
                            
                            查看职位地图",6001-8000元/月,http://jobs.zhaopin.com/465281619263243.htm,数据分析师 应届生亦可170626
51,上海海同优才教育培训有限责任公司 ,不限,不限,全职,数据库开发工程师,20人 ,杭州,15天前,"因公司业务扩张，现特需大量以下岗位人才，欢迎您踊跃加入我们公司，一起努力共同成长，无经验亦可！工作职责：1、?梳理用户服务部数据分析需求，规划报表需求，实现日常数据可视化；2、?负责WEB?端以及APP端的产品业务分析、用户行为分析、用户画像分析，通过分析挖掘业务，能够给产品端、业务端提供合理化的建议；3、?与多部门（包括业务部门、和大数据研发部等）密切沟通，负责所需数据的提取、查询、处理、分析等工作，以解决用户服务部的数据问题与需求；4、?监控用户服务部日常运营及业务指标，及时对异常情况进行预警；5、?及时完成领导交办的其他任务。任职要求1、本科及以上学历，计算机、经济、统计、软件工程、信息管理等相关专业；2、具备优秀的职业素养和职业道德，热爱本行业，工作责任心强，有敬业精神，具备良好的团队合作精神；3、较强的学习接收能力，能快速熟练的掌握公司软件产品的各种功能；4、具有一定的分析问题和解决问题能力，能结合公司产品特点设计简单高效的解决方案。公司福利：1、五险一金、补充医疗保险2、交通补贴、通讯补贴、餐饮补贴、生日补贴3、年终奖、绩效奖金4、员工聚餐、年度体检、旅游活动等5、完善的假期组合：除了法定带薪年假外，根据工作年限我们还提供额外带薪假期6、公司免费提供员工公寓 ? ?

工作地址：

                            中国（上海）自由贸易试验区张衡路180弄2号204、205、206、207、208、209室",6001-8000元/月,http://jobs.zhaopin.com/492790180250776.htm,数据分析师 做五休二170806
52,上海航傲信息科技有限公司 ,不限,不限,全职,数据库开发工程师,5人 ,杭州,15天前,"工作职责： ? ? 1、 梳理用户服务部数据分析需求，规划报表需求，实现日常数据可视化； ? ? 2、 负责WEB 端以及APP端的产品业务分析、用户行为分析、用户画像分析，通过分析挖掘业务，能够给产品端、业务端提供合理化的建议； ? ? 3、 与多部门（包括业务部门、和大数据研发部等）密切沟通，负责所需数据的提取、查询、处理、分析等工作，以解决用户服务部的数据问题与需求； ? ? 4、 监控用户服务部日常运营及业务指标，及时对异常情况进行预警； ? ? 5、 及时完成领导交办的其他任务。 ? ?  ? ? 任职要求 ? ? 1、本科及以上学历，计算机、经济、统计、软件工程、信息管理等相关专业； ? ? 2、具备优秀的职业素养和职业道德，热爱本行业，工作责任心强，有敬业精神，具备良好的团队合作精神； ? ? 3、较强的学习接收能力，能快速熟练的掌握公司软件产品的各种功能； ? ? 4、具有一定的分析问题和解决问题能力，能结合公司产品特点设计简单高效的解决方案。 ? ?  ? ? 公司福利： ? ?  ? ? 1、五险一金、补充医疗保险 ? ? 2、交通补贴、通讯补贴、餐饮补贴、生日补贴 ? ? 3、年终奖、绩效奖金 ? ? 4、员工聚餐、年度体检、旅游活动等 ? ? 5、完善的假期组合：除了法定带薪年假外，根据工作年限我们还提供额外带薪假期 ? ? 6、公司免费提供员工公寓 ? ?

工作地址：

                            上海徐汇区漕溪路",6001-8000元/月,http://jobs.zhaopin.com/585575226253250.htm,数据分析师 做五休二170725
53,上海海同优才教育培训有限责任公司 ,不限,不限,全职,数据库开发工程师,20人 ,杭州,15天前,"工作职责：1、?梳理用户服务部数据分析需求，规划报表需求，实现日常数据可视化；2、?负责WEB?端以及APP端的产品业务分析、用户行为分析、用户画像分析，通过分析挖掘业务，能够给产品端、业务端提供合理化的建议；3、?与多部门（包括业务部门、和大数据研发部等）密切沟通，负责所需数据的提取、查询、处理、分析等工作，以解决用户服务部的数据问题与需求；4、?监控用户服务部日常运营及业务指标，及时对异常情况进行预警；5、?及时完成领导交办的其他任务。任职要求1、本科及以上学历，计算机、经济、统计、软件工程、信息管理等相关专业；2、具备优秀的职业素养和职业道德，热爱本行业，工作责任心强，有敬业精神，具备良好的团队合作精神；3、较强的学习接收能力，能快速熟练的掌握公司软件产品的各种功能；4、具有一定的分析问题和解决问题能力，能结合公司产品特点设计简单高效的解决方案。公司福利：1、五险一金、补充医疗保险2、交通补贴、通讯补贴、餐饮补贴、生日补贴3、年终奖、绩效奖金4、员工聚餐、年度体检、旅游活动等5、完善的假期组合：除了法定带薪年假外，根据工作年限我们还提供额外带薪假期6、公司免费提供员工公寓 ? ?

工作地址：

                            中国（上海）自由贸易试验区张衡路180弄2号204、205、206、207、208、209室",6001-8000元/月,http://jobs.zhaopin.com/492790180251093.htm,数据分析师 做五休二170826
54,有贝网络科技(杭州)有限公司 ,本科,无经验,实习,系统架构设计师,1人 ,杭州-滨江区,15天前,"1、日常数据需求处理，包括数据提取、分析、报表。2、参与数据建模、模型开发等实习工作。职位要求：1、本科及以上学历在校生，统计、数学、计算机等相关专业优先2、能够熟练使用SQL查询语句，能使用,R、python优先，有一定编程基础优先；3、熟悉常用数据算法和建模，如：决策树、聚类、逻辑回归，关联分析、SVDD，boosting等4、对数据敏感，学习能力强，较强的逻辑分析能力；较强的责任心和团队合作意识；5、具备较强的工作主动性和责任感；6、每周工作至少4天以上（连续）。福利多多：1、上班时间人性化：弹性工作时间等你来。2、工作日提供午餐餐补、有固定零食及下午茶提供，呵护您的胃。3、团队月度活动多，户外、旅游和唱k，吃喝玩乐都陪你；每周体育活动,员工互动更亲密。

工作地址：

                            杭州市滨江区长河路79号连连空间A幢501室
                            
                            查看职位地图",2000-4000元/月,http://jobs.zhaopin.com/257546434250102.htm,数据分析实习生
55,上海航傲信息科技有限公司 ,大专,不限,全职,数据库开发工程师,4人 ,杭州,15天前,"工作职责：1、 梳理用户服务部数据分析需求，规划报表需求，实现日常数据可视化；2、 负责WEB 端以及APP端的产品业务分析、用户行为分析、用户画像分析，通过分析挖掘业务，能够给产品端、业务端提供合理化的建议；3、 与多部门（包括业务部门、和大数据研发部等）密切沟通，负责所需数据的提取、查询、处理、分析等工作，以解决用户服务部的数据问题与需求；4、 监控用户服务部日常运营及业务指标，及时对异常情况进行预警；5、 及时完成领导交办的其他任务。任职要求：1、本科及以上学历，计算机、经济、统计、软件工程、信息管理等相关专业；2、具备优秀的职业素养和职业道德，热爱本行业，工作责任心强，有敬业精神，具备良好的团队合作精神；3、较强的学习接收能力，能快速熟练的掌握公司软件产品的各种功能；4、具有一定的分析问题和解决问题能力，能结合公司产品特点设计简单高效的解决方案。公司福利：1、五险一金、补充医疗保险2、交通补贴、通讯补贴、餐饮补贴、生日补贴3、年终奖、绩效奖金4、员工聚餐、年度体检、旅游活动等5、完善的假期组合：除了法定带薪年假外，根据工作年限我们还提供额外带薪假期6、公司免费提供员工公寓 ? ?

工作地址：

                            上海徐汇区漕溪路",6001-8000元/月,http://jobs.zhaopin.com/585575226253040.htm,数据分析师 应届生亦可w
56,沈阳茵特机电设备有限公司 ,不限,不限,全职,数据库开发工程师,20人 ,杭州,15天前,"工作职责： ? ? 1、 梳理用户服务部数据分析需求，规划报表需求，实现日常数据可视化； ? ? 2、 负责WEB 端以及APP端的产品业务分析、用户行为分析、用户画像分析，通过分析挖掘业务，能够给产品端、业务端提供合理化的建议； ? ? 3、 与多部门（包括业务部门、和大数据研发部等）密切沟通，负责所需数据的提取、查询、处理、分析等工作，以解决用户服务部的数据问题与需求； ? ? 4、 监控用户服务部日常运营及业务指标，及时对异常情况进行预警； ? ? 5、 及时完成领导交办的其他任务。 ? ?  ? ? 任职要求 ? ? 1、本科及以上学历，计算机、经济、统计、软件工程、信息管理等相关专业； ? ? 2、具备优秀的职业素养和职业道德，热爱本行业，工作责任心强，有敬业精神，具备良好的团队合作精神； ? ? 3、较强的学习接收能力，能快速熟练的掌握公司软件产品的各种功能； ? ? 4、具有一定的分析问题和解决问题能力，能结合公司产品特点设计简单高效的解决方案。 ? ?  ? ? 公司福利： ? ?  ? ? 1、五险一金、补充医疗保险 ? ? 2、交通补贴、通讯补贴、餐饮补贴、生日补贴 ? ? 3、年终奖、绩效奖金 ? ? 4、员工聚餐、年度体检、旅游活动等 ? ? 5、完善的假期组合：除了法定带薪年假外，根据工作年限我们还提供额外带薪假期 ? ? 6、公司免费提供员工公寓 ? ?

工作地址：

                            上海市徐汇区漕支东路95号
                            
                            查看职位地图",6001-8000元/月,http://jobs.zhaopin.com/444637413266718.htm,数据分析师 做五休二170830w
57,沈阳茵特机电设备有限公司 ,不限,不限,全职,数据库开发工程师,20人 ,杭州,15天前,"因公司业务扩张，现特需大量以下岗位人才，欢迎您踊跃加入我们公司，一起努力共同成长，无经验亦可！ ? ?工作职责： ? ? 1、 梳理用户服务部数据分析需求，规划报表需求，实现日常数据可视化； ? ? 2、 负责WEB 端以及APP端的产品业务分析、用户行为分析、用户画像分析，通过分析挖掘业务，能够给产品端、业务端提供合理化的建议； ? ? 3、 与多部门（包括业务部门、和大数据研发部等）密切沟通，负责所需数据的提取、查询、处理、分析等工作，以解决用户服务部的数据问题与需求； ? ? 4、 监控用户服务部日常运营及业务指标，及时对异常情况进行预警； ? ? 5、 及时完成领导交办的其他任务。 ? ?  ? ? 任职要求 ? ? 1、本科及以上学历，计算机、经济、统计、软件工程、信息管理等相关专业； ? ? 2、具备优秀的职业素养和职业道德，热爱本行业，工作责任心强，有敬业精神，具备良好的团队合作精神； ? ? 3、较强的学习接收能力，能快速熟练的掌握公司软件产品的各种功能； ? ? 4、具有一定的分析问题和解决问题能力，能结合公司产品特点设计简单高效的解决方案。 ? ?  ? ? 公司福利： ? ?  ? ? 1、五险一金、补充医疗保险 ? ? 2、交通补贴、通讯补贴、餐饮补贴、生日补贴 ? ? 3、年终奖、绩效奖金 ? ? 4、员工聚餐、年度体检、旅游活动等 ? ? 5、完善的假期组合：除了法定带薪年假外，根据工作年限我们还提供额外带薪假期 ? ? 6、公司免费提供员工公寓 ? ?

工作地址：

                            上海市徐汇区漕支东路85号
                            
                            查看职位地图",6001-8000元/月,http://jobs.zhaopin.com/444637413265453.htm,数据分析师 包食宿161215
